title,author,instruments,genre,link
Sinfonia 2,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV788/bwv788/bwv788.mid
Sinfonia 3,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV789/bwv789/bwv789.mid
Sinfonia 4,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV790/bwv790/bwv790.mid
Sinfonia 5,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV791/bwv791/bwv791.mid
Sinfonia 6,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV792/bwv792/bwv792.mid
Sinfonia 7,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV793/bwv793/bwv793.mid
Sinfonia 8,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV794/bwv794/bwv794.mid
Sinfonia 9,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV795/bwv795/bwv795.mid
Sinfonia 10,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV796/bwv796/bwv796.mid
Sinfonia 11,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV797/bwv797/bwv797.mid
Sinfonia 12,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV798/bwv798/bwv798.mid
Sinfonia 13,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV799/bwv799/bwv799.mid
Sinfonia 14,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV800/bwv800/bwv800.mid
Sinfonia 15,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV801/bwv801/bwv801.mid
Duetto I,by J. S. Bach (1685-1750),for Harpsichord,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV802/Bach-Duet1/Bach-Duet1.mid
Duetto II (from the ClavierÃ¼bung Part III),by J. S. Bach (1685-1750),"for Harpsichord, Organ, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV803/duetto/duetto.mid
Duetto III,by J. S. Bach (1685-1750),for Harpsichord,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV804/Bach-Duet3/Bach-Duet3.mid
Duetto IV,by J. S. Bach (1685-1750),for Harpsichord,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV805/Bach-Duet4/Bach-Duet4.mid
English Suite I: Bourree I,by J. S. Bach (1685-1750),"for Harpsichord, Piano, Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV806/bach-english-suite-1-bourree-1/bach-english-suite-1-bourree-1.mid
English Suite I: Bourree II,by J. S. Bach (1685-1750),"for Harpsichord, Piano, Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV806/bach-english-suite-1-bourree-2/bach-english-suite-1-bourree-2.mid
English Suite II: Bourree I,by J. S. Bach (1685-1750),"for Harpsichord, Piano, Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV807/bach-english-suite-2-bourree-1/bach-english-suite-2-bourree-1.mid
English Suite II: Bourree II,by J. S. Bach (1685-1750),"for Harpsichord, Piano, Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV807/bach-english-suite-2-bourree-2/bach-english-suite-2-bourree-2.mid
English Suite II: Gigue,by J. S. Bach (1685-1750),"for Harpsichord, Piano, Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV807/bach-english-suite-2-prelude/bach-english-suite-2-prelude.mid
French Suite no. 3 in B minor,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV814/french-suite-3/french-suite-3-mids.zip
French Suite no. 5 in G major,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV816/french-suite-5/french-suite-5-mids.zip
French Suite no. 6 in E major,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV817/french-suite-6/french-suite-6-mids.zip
Six Partitas (Clavierubung part I): No. 1,by J. S. Bach (1685-1750),"for Harpsichord, Piano, Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV825/1-Partita/1-Partita-mids.zip
Six Partitas (Clavierubung part I): No. 2,by J. S. Bach (1685-1750),"for Harpsichord, Piano, Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV826/2-Partita/2-Partita-mids.zip
Keyboard partita in A minor,by J. S. Bach (1685-1750),for Piano,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV827/BWV-827/BWV-827-mids.zip
Partita 4,by J. S. Bach (1685-1750),for Harpsichord,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV828/4-Partita/4-Partita-mids.zip
Six Partitas (Clavierubung part I): No. 5,by J. S. Bach (1685-1750),"for Harpsichord, Piano, Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV829/5-Partita/5-Partita-mids.zip
Keyboard partita in E minor,by J. S. Bach (1685-1750),for Piano,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV830/BWV-830/BWV-830-mids.zip
"Das Wohltemperierte Clavier I, Fuga I",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV846/wtk1-fugue1/wtk1-fugue1.mid
"Das Wohltemperierte Klavier I, Praeludium I",by J. S. Bach (1685-1750),for 2 Guitars,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV846/wtk1-prelude1-guitar-duo/wtk1-prelude1-guitar-duo.mid
"Das Wohltemperierte Clavier I, Praeludium I",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV846/wtk1-prelude1/wtk1-prelude1.mid
"Das Wohltemperierte Clavier I, Praeludium II",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV847/bwv847a/bwv847a.mid
"Das Wohltemperierte Clavier I, Fuga II",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV847/fuga2/fuga2.mid
"Das Wohltemperierte Clavier I, Praeludium III",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV848/bwv848a/bwv848a.mid
"Das Wohltemperierte Clavier I, Fuga III",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV848/bwv848b/bwv848b.mid
"Das Wohltemperierte Clavier I, Praeludium IV",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV849/bwv849a/bwv849a.mid
"Das Wohltemperierte Clavier I, Fuga IV",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV849/bwv849b/bwv849b.mid
"Das Wohltemperierte Clavier I, Praeludium V",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV850/bwv850a/bwv850a.mid
"Das Wohltemperierte Clavier I, Fuga V",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV850/bwv850b/bwv850b.mid
"Das Wohltemperierte Clavier I, Praeludium VI",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV851/bwv851a/bwv851a.mid
"Das Wohltemperierte Clavier I, Praeludium VIII",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV853/bwv853a/bwv853a.mid
"Das Wohltemperierte Clavier I, Fuga VIII",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV853/bwv853b/bwv853b.mid
Praeludium IX,by J. S. Bach (1685-1750),"for Piano, Harpsichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV854/BWV854_Praeludium_IX_rh/BWV854_Praeludium_IX_rh.mid
"Das Wohltemperierte Clavier I, Praeludium X",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV855/bwv855a/bwv855a.mid
"Das Wohltemperierte Clavier I, Fuga X",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV855/bwv855b/bwv855b.mid
"Das Wohltemperierte Clavier I, Fuga XII",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV857/BWV857_Fuga12/BWV857_Fuga12.mid
"Das Wohltemperierte Clavier I, Praeludium XII",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV857/BWV857_Praeludium12/BWV857_Praeludium12.mid
"Das Wohltemperierte Clavier I, Fuga XV",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV860/BWV860_Fuga15/BWV860_Fuga15.mid
"Das Wohltemperierte Clavier I, Praeludium XV",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV860/BWV860_Praeludium15/BWV860_Praeludium15.mid
"Das Wohltemperierte Clavier I, Fuga XVII",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV862/bach-fugue17/bach-fugue17.mid
"Das Wohltemperierte Clavier I, Praeludium XVII",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV862/bach-prelude17/bach-prelude17.mid
"Das Wohltemperierte Clavier I, Praeludium 24",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV869/BWV869_Praeludium24/BWV869_Praeludium24.mid
"Das Wohltemperierte Clavier I, Fuga XXIV",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV869/bwv869b/bwv869b.mid
"Das Wohltemperierte Clavier II, Fuga I",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV870/wtk2fuga1/wtk2fuga1.mid
"Das Wohltemperierte Clavier II, Praeludium I",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV870/wtk2prelude1/wtk2prelude1.mid
"Das Wohltemperierte Clavier II, Fuga II",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV871/wtk2-fugue2/wtk2-fugue2.mid
"Das Wohltemperierte Clavier II, Praeludium II",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV871/wtk2-prelude2/wtk2-prelude2.mid
"Das Wohltemperierte Clavier II, Praeludium VI",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV875/bwv875a/bwv875a.mid
"Das Wohltemperierte Clavier II, Fuga IX",by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV878/f9/f9.mid
Spiritus Domini,by J. S. Bach (1685-1750),for Voice (SATB),Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV878/spiritus_domini_bach/spiritus_domini_bach.mid
Preludio con Fuga,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV895/bwv895/bwv895-mids.zip
"Chromatic Fantasy and Fugue, BWV 903 (Fantasy)",by J. S. Bach (1685-1750),for Harpsichord,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV903/bwv903fan/bwv903fan.mid
"Chromatic Fantasy and Fugue, BWV 903 (Fugue)",by J. S. Bach (1685-1750),for Harpsichord,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV903/bwv903fug/bwv903fug.mid
Toccata in f sharp minor,by J. S. Bach (1685-1750),for Piano/Harpsichord/Clavichord,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV910/bwv910/bwv910.mid
9 Little Preludes - 1 - C Major,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV924/bwv924_prelude_c_major_mutopia/bwv924_prelude_c_major_mutopia.mid
9 Little Preludes - 1 - C Major (Alternate),by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV924/bwv924a_prelude_c_major_mutopia/bwv924a_prelude_c_major_mutopia.mid
Prelude,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV924a/bach-prelude-bwv924a/bach-prelude-bwv924a.mid
Praeludium 2,by J. S. Bach (1685-1750),"for Harpsichord, Piano, Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV926/bach-praeludium-02/bach-praeludium-02.mid
Praeludium 10,by J. S. Bach (1685-1750),"for Harpsichord, Piano, Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV928/bach-praeludium-10/bach-praeludium-10.mid
Petite PrÃ©lude No. 9,by J. S. Bach (1685-1750),"for Harpsichord, Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV928/prelude_9/prelude_9.mid
Praeludium Nr. 1,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV933/bwv933/bwv933.mid
Praeludium Nr. 2,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV934/bwv-934/bwv-934.mid
Praeludium Nr. 3,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV935/bwv-935/bwv-935.mid
Praeludium Nr. 4,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV936/bwv-936/bwv-936.mid
Praeludium Nr. 5,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV937/bwv-937/bwv-937.mid
Praeludium Nr. 6,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV938/bwv-938/bwv-938.mid
Praeludium Nr. 1,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV939/bwv-939/bwv-939.mid
Praeludium Nr. 2,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV940/bwv-940/bwv-940.mid
Praeludium Nr. 3,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV941/bwv-941/bwv-941.mid
Praeludium Nr. 4,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV942/bwv-942/bwv-942.mid
Praeludium C-Dur,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV943/bwv-943/bwv-943.mid
Fantasia BWV 944,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV944/bwv-944-1/bwv-944-1.mid
Fuge A-moll BWV 944,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV944/bwv-944-2/bwv-944-2.mid
Fugue in C major,by J. S. Bach (1685-1750),"for Harpsichord, Piano, Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV952/fugue-c-major/fugue-c-major.mid
Italian Concerto,by J. S. Bach (1685-1750),for Piano,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV971/piano/piano-mids.zip
Goldberg Variations - Aria,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-aria/bwv-988-aria.mid
Goldberg Variations for Guitar Ensemble,by J. S. Bach (1685-1750),for Guitar,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-guitar/bwv-988-guitar-mids.zip
Goldberg Variations - 1,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v01/bwv-988-v01.mid
Goldberg Variations - 2,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v02/bwv-988-v02.mid
Goldberg Variations - 3,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v03/bwv-988-v03.mid
Goldberg Variations - 4,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v04/bwv-988-v04.mid
Goldberg Variations - 5,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v05/bwv-988-v05.mid
Goldberg Variations - 6,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v06/bwv-988-v06.mid
Goldberg Variations - 7,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v07/bwv-988-v07.mid
Goldberg Variations - 8,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v08/bwv-988-v08.mid
Goldberg Variations - 9,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v09/bwv-988-v09.mid
Goldberg Variations - 10,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v10/bwv-988-v10.mid
Goldberg Variations - 11,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v11/bwv-988-v11.mid
Goldberg Variations - 12,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v12/bwv-988-v12.mid
Goldberg Variations - 13,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v13/bwv-988-v13.mid
Goldberg Variations - 14,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v14/bwv-988-v14.mid
Goldberg Variations - 15,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord,Piano",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v15/bwv-988-v15.mid
Goldberg Variations - 16,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v16/bwv-988-v16.mid
Goldberg Variations - 17,by J. S. Bach (1685-1750),for Clavier,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v17/bwv-988-v17.mid
Goldberg Variations - 18,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v18/bwv-988-v18.mid
Goldberg Variations - 19,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v19/bwv-988-v19.mid
Goldberg Variations - 20,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v20/bwv-988-v20.mid
Goldberg Variations - 21,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v21/bwv-988-v21.mid
Goldberg Variations - 22,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v22/bwv-988-v22.mid
Goldberg Variations - 23,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v23/bwv-988-v23.mid
Goldberg Variations - 24,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v24/bwv-988-v24.mid
Goldberg Variations - 25,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v25/bwv-988-v25.mid
Goldberg Variations - 26,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v26/bwv-988-v26.mid
Goldberg Variations - 27,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v27/bwv-988-v27.mid
Goldberg Variations - 28,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v28/bwv-988-v28.mid
Goldberg Variations - 29,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v29/bwv-988-v29.mid
Goldberg Variations - 30,by J. S. Bach (1685-1750),"for Harpsichord,Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v30/bwv-988-v30.mid
Applicatio,by J. S. Bach (1685-1750),"for Harpsichord, Piano, Clavichord",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV994/bach-applicatio/bach-applicatio.mid
BourrÃ©e in E Minor,by J. S. Bach (1685-1750),for Lute or Lute-Harpischord (Lautenwerk),Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV996/bourree/bourree.mid
Prelude to Suite in C Major,by J. S. Bach (1685-1750),for Guitar,Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV997/Bach_Preludio_BWV997/Bach_Preludio_BWV997.mid
Lute Suite BWV 997: 1. Prelude,by J. S. Bach (1685-1750),"for Lute, Guitar",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV997/bwv997-01prelude/bwv997-01prelude.mid
Lute Suite BWV 997: 2. Fuga,by J. S. Bach (1685-1750),"for Lute, Guitar",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV997/bwv997-02fuga/bwv997-02fuga.mid
Lute Suite BWV 997: 3. Sarabande,by J. S. Bach (1685-1750),"for Lute, Guitar",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV997/bwv997-03sarabande/bwv997-03sarabande.mid
Lute Suite BWV 997: 4. Gigue,by J. S. Bach (1685-1750),"for Lute, Guitar",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV997/bwv997-04gigue/bwv997-04gigue.mid
Lute Suite BWV 997: 5. Double,by J. S. Bach (1685-1750),"for Lute, Guitar",Baroque,http://www.mutopiaproject.org/ftp/BachJS/BWV997/bwv997-05double/bwv997-05double.mid
